prod_id,title,main_cat,sub_cat,category_id,desc,is_active,artist_name,year_taken,format_id,show_bw_conversion,rotating_keyword
1905,Chicago Stadium - Home of the Chicago Blackhawks,Chicago Blackhawks,Old Chicago Stadium,45,"This Old Chicago Stadium print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features the Old Chicago Stadium in which the Chicago Bulls & Chicago Blackhawks played in until 1994.    After both teams moved their home to the United Center, the stadium was torn down in 1995.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO STADIUM  1929-1994",TRUE,bob horsch,2004,1,TRUE,picture
1921,Michael Jordan Profile,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features a profile view of the great Michael Jordan.  Here he is wearing his signature #23 white home jersey.  Jordan was not only a role model to young kids, but an inspiration to many adults all around the world.  View another photo of Michael Jordan",FALSE,bob horsch,2004,1,TRUE,photograph
1929,1993 NBA Finals - Bulls & Suns,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the 1997 Chicago Bulls team walking off the court for a timeout.    The team included Micheal Jordan, Scottie Pippen, Dennis Rodman, Ron Harper & Bill Wellington.  Steve Kerr is pictured coming off the bench.  This dynamic team would go on to help the Chicago Bulls win their 5th NBA Championship in only 7 years.",TRUE,bob horsch,2004,1,TRUE,print
1929,Michael Jordan's Fade Away Jump Shot,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the essence of Michael Jordan and his unstoppable fade away jump shot.  This was take at the 1993 NBA Finals between the Chicago Bulls and Phoenix Suns.  Kevin Johnson attempts to guard Michael Jordan, but he is no match against Jordan's size and jump shot.",FALSE,bob horsch,2004,1,TRUE,photo
1935,Michael Jordan and Barkley,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the two great basketball players, Michael Jordan & Charles Barkley, as they walk off the court for a timeout.    The photo was taken during the 1993 NBA Finals between the Chicago Bulls and Phoenix Suns.  The Chicago Bulls would go on to win their 3rd straight NBA Finals.",TRUE,bob horsch,2004,1,TRUE,picture
2008,Art Work of Barack Obama - President Elect,Other Sports Stadiums,Chicago Marathon,29,"This Chicago Marathon picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken the day after Barack Obama was named President Elect in the downtopp Loop area.  The previous night, Chicago held an election rally which drew over 100,000 people to Grant Park to celebrate this historic night in politics.  Change is upon us!",FALSE,bob horsch,2004,1,TRUE,photograph
2009,Framed Barack Obama - President Elect,Other Sports Stadiums,Chicago Marathon,29,"This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken the day after Barack Obama was named President Elect in the downtopp Loop area.  The previous night, Chicago held an election rally which drew over 100,000 people to Grant Park to celebrate this historic night in politics.  Change is upon us!",FALSE,bob horsch,2004,1,TRUE,photo
2010,Obama Banners in Chicago,Other Sports Stadiums,Chicago Marathon,29,"This Chicago Marathon photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken the day after Barack Obama was named President Elect in the downtopp Loop area.  The previous night, Chicago held an election rally which drew over 100,000 people to Grant Park to celebrate this historic night in politics.  Change is upon us!",FALSE,bob horsch,2004,1,TRUE,print
2011,Obama Rally in Chicago - Banners on Streets,Other Sports Stadiums,Chicago Marathon,29,"This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken the day after Barack Obama was named President Elect in the downtopp Loop area.  The previous night, Chicago held an election rally which drew over 100,000 people to Grant Park to celebrate this historic night in politics.  Change is upon us!",FALSE,bob horsch,2004,1,TRUE,picture
2020,University of Chicago Campus Aerial,Chicago Landmarks,Other Famous Chicago Landmarks,46,"This Other Famous Chicago Landmarks picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  **Click on the thumbnail and then right arrow to view the image in a creme/olive green matte.  This aerial photograph features the prestigious campus of the University of Chicago located in Hyde Park.  Did you know that our soon to be president, Barack Obama, taught constitutional law at the University of Chicago for 12 years, from 1992 until his election to the United States Senate in 2004.   His wife, incoming First Lady Michelle Obama, also worked for the University, founding the University of Chicago Community Service Center, and later serving as the Vice President of External Affairs for the University of Chicago Hospitals.",FALSE,bob horsch,2004,1,TRUE,photograph
2029,The Wrigley Building & Chicago River,Chicago Cityscape,Chicago Aerial Views,22,This Chicago Aerial Views photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo captures part of the downtown area at night.  It focuses on the both the Wrigley Building and the Tribune Tower which sit near the Chicago River.    Also featured is the old Sun-Times Building which has since relocated so that Trump Towers could begin construction.  In the background stands the John Hancock building.,TRUE,bob horsch,2004,1,TRUE,photo
2035,Chicago Stadium - Home to Chicago Blackhawks,Chicago Blackhawks,Old Chicago Stadium,45,This Old Chicago Stadium picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,TRUE,bob horsch,2004,1,TRUE,print
2042,Aerial of University of Chicago Campus,Chicago Landmarks,Other Famous Chicago Landmarks,46,"This Other Famous Chicago Landmarks print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  **Click on the thumbnail and then right arrow to view the image in a creme/dark toupe matte.  This aerial photograph features the prestigious campus of the University of Chicago located in Hyde Park.  Did you know that our soon to be president, Barack Obama, taught constitutional law at the University of Chicago for 12 years, from 1992 until his election to the United States Senate in 2004.   His wife, incoming First Lady Michelle Obama, also worked for the University, founding the University of Chicago Community Service Center, and later serving as the Vice President of External Affairs for the University of Chicago Hospitals.",FALSE,bob horsch,2004,1,TRUE,picture
2068,Roenick & Chelios,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photograph
2080,Michael Jordan at Spring Training,Other Sports Stadiums,Chicago Marathon,29,"This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan at spring training during the time he played for the Chicago White Sox minor league team.  As we all know, this new sports career didnt last long and he ended up going back to play for the Bulls.",FALSE,bob horsch,2004,1,TRUE,photo
2095,Blackhawk Legends,Chicago Blackhawks,Chicago Blackhawks Players,24,"This Chicago Blackhawks Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the Chicago Blackhawks legends.  On this night four players had their numbers retired.    They were Glenn Hall (No. 1), Bobby Hull (No. 9), Stan Mikita (No. 21) and Tony Esposito (No. 35).",FALSE,bob horsch,2004,1,TRUE,print
2130,Aerial of Wrigley Field at Night w/ Chicago Skyline,Chicago Cubs,Wrigley Field Aerials,64,"This Wrigley Field Aerials photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Featured in this aerial photo is a 'birds-eye view' of Wrigley Field with the lovely city of Chicago standing in the background.      Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",TRUE,bob horsch,2004,1,TRUE,picture
2159,Ohio State Football Stadium - Buckeye Football - The Horseshoe,College Football,Big Ten College Stadiums,7,"This Big Ten College Stadiums photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Ohio Stadium (aka The Horseshoe), home to the Ohio State University Buckeyes Big Ten college football team.",TRUE,bob horsch,2004,1,TRUE,photograph
2169,Aerial of Chicago Stadium and United Center,Chicago Blackhawks,Old Chicago Stadium,45,This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,TRUE,photo
2172,The Chicago Theatre,Chicago Landmarks,Chicago Theatre,32,"This Chicago Theatre photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the famous landmark building, the Chicago Theatre located on State Street.  The theater is host to stage plays, magic shows, comedy performances, speeches, and concerts. Although it now emphasizes live performances of popular music, it once served as a motion picture theatre.    For several decades, it was the city's premier movie theater.",TRUE,bob horsch,2004,1,TRUE,print
2185,Inaugural Game Face Off at United Center,Chicago Blackhawks,Old Chicago Stadium,45,This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  this is a photo on the opening face off between the Blackhawks and Oilers.  This was the first game the Blackhawks played in the new United Center.     There is also an option to include a plate.,TRUE,bob horsch,2004,1,TRUE,picture
2187,Old Chicago Stadium - Inside View,Chicago Blackhawks,Old Chicago Stadium,45,This Old Chicago Stadium photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,TRUE,bob horsch,2004,1,TRUE,photograph
2191,Michael Jordan Statue,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the statue of Michael Jordan located right outside the United Center.  The statue was built as a tribute to Michael Jordan for his amazing accomplishments as a Chicago Bulls basketball player.  At the base of the statue are the inscribed words, 'The best there ever was. The best there ever will be.'  The statue itself measures 12 feet tall (17 feet from top to bottom) and weights 2,000 pounds.",TRUE,bob horsch,2004,1,TRUE,photo
2199,Michael Jordan in his # 45 Jersey,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan standing near the paint of the Indiana Pacers home court.  Notice however that he is not wearing his signature #23 jersey.  When Jordan's attempt at baseball failed, he returned to professional basketball.  On March 18, 1995, Jordan announced his return to the NBA through a two-word press release: 'I'm back.' The next day, Jordan donned jersey number 45 (his number with the Barons) in his first game back against the Indiana Pacers.",FALSE,bob horsch,2004,1,TRUE,print
2204,Michael Jordan #45 Jersey at Free Throw Line,Chicago Bulls,Michael Jordan,40,This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan wearing #45 at the free throw line.  Click here to view similar photograph,FALSE,bob horsch,2004,1,TRUE,picture
2209,Hawks Action,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo is an action shot against the Red Wings.,FALSE,bob horsch,2004,1,TRUE,photograph
2210,Chicago Stadium - View from Inside,Chicago Blackhawks,Old Chicago Stadium,45,This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,TRUE,bob horsch,2004,1,TRUE,photo
2222,Wrigley Field Ballpark at Twilight / Dusk,Chicago Cubs,Wrigley Field Aerials,64,"This Wrigley Field Aerials photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great aerial photograph of Wrigley Field which reveals the wonderful baseball park known as 'The Friendly Confines'  This photo would make a great collector's piece for any die hard Cubs fan.  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.   The picture was taken from a small airplane during a summer day just around the time the sun was going down making for a great scene of the ballpark.",TRUE,bob horsch,2004,1,TRUE,print
2223,7th Inning Stretch with Harry Caray - Wrigley Field ,Chicago Cubs,Chicago Cubs Players,27,This Chicago Cubs Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Remember Harry Caray through this photo as he gets the crowd out of their seats to sing the 7th inning stretch.,FALSE,bob horsch,2004,1,TRUE,picture
2224,Wrigley Field Park at Dusk with Lights,Chicago Cubs,Wrigley Field Aerials,64,"This Wrigley Field Aerials photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great photograph of Wrigley Field taken from a roof top building on Waveland Avenue.  The picture was during a night game as the lights shined bright on the diamond.  The clouds in the sky look as if they were painted on.   This photo would make a great collector's piece for any die hard Cubs fan.  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",TRUE,bob horsch,2004,1,TRUE,photograph
2225,Cal Ripken Jr. - 2131 on Building,MLB Baseball,Camden Yards,20,This Camden Yards photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2226,Cal Ripken Consecutive Gama Record Broken Celebration,MLB Baseball,Camden Yards,20,This Camden Yards print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2227,Cal Ripken 2131 Celebration - Camden Yards,MLB Baseball,Camden Yards,20,This Camden Yards photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,picture
2236,Fighting Irish Football - Notre Dame Stadium Aerial,College Football,Notre Dame Football,44,"This Notre Dame Football print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features the college campus of the University of Notre Dame BEFORE it was remodeled in 1997  The stadium is located on the campus of the University of Notre Dame in Notre Dame, Indiana, just north of the city of South Bend.   Opened in 1930, the stadium seating capacity was nearly 60,000 for decades. More than 21,000 seats were added for the 1997 season, which increased the capacity to over 80,000.  Check out our photograph of Notre Dame Stadium after the renovation.",TRUE,bob horsch,2004,1,TRUE,photograph
2238,Lou Holtz Leading Notre Dame Football Team onto Field,College Football,Notre Dame Football,44,"This Notre Dame Football picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features the entire Notre Dame football team rushing the stadium for the opening of the game.  Notre Dame Stadium is the home football stadium for the University of Notre Dame Fighting Irish football team. The stadium is located on the campus of the University of Notre Dame at Notre Dame, Indiana, just north of the city of South Bend, Indiana, USA.",TRUE,bob horsch,2004,1,TRUE,photo
2239,Notre Dame Fighting Irish Bus,College Football,Notre Dame Football,44,"This Notre Dame Football print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of the Notre Dame Fighting Irish Bus.  Notre Dame Stadium is the home football stadium for the University of Notre Dame Fighting Irish football team. The stadium is located on the campus of the University of Notre Dame at Notre Dame, Indiana, just north of the city of South Bend, Indiana, USA.",TRUE,bob horsch,2004,1,TRUE,print
2264,Art Institute Lion & Holiday Wreath,Chicago Landmarks,Chicago Sculptures,30,This Chicago Sculptures print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features one of the lion statues that sit right outside the front of the Art Institute of Chicago.   During the holiday season a large Christmas wreath was placed around the neck of the lion.,FALSE,bob horsch,2004,1,TRUE,picture
2295,Chris Chelios on Ice,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photograph
2302,Jeremy Roenick on Ice,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2313,Eddie Belfour - Doing the Splitz,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2345,1997 Championship Bulls Team,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the 1997 Chicago Bulls team walking off the court for a timeout.    The team included Micheal Jordan, Scottie Pippen, Dennis Rodman, Ron Harper & Bill Wellington.  Steve Kerr is pictured coming off the bench.  This dynamic team would go on to help the Chicago Bulls win their 5th NBA Championship in only 7 years.",TRUE,bob horsch,2004,1,TRUE,picture
2375,1996 NBA Finals - Bulls & Sonics,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the 1997 Chicago Bulls team walking off the court for a timeout.    The team included Micheal Jordan, Scottie Pippen, Dennis Rodman, Ron Harper & Bill Wellington.  Steve Kerr is pictured coming off the bench.  This dynamic team would go on to help the Chicago Bulls win their 5th NBA Championship in only 7 years.",TRUE,bob horsch,2004,1,TRUE,photograph
2395,Michael Jordan Rembering His Father,Chicago Bulls,Michael Jordan,40,This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2417,Cal Ripken @ Bat - Oriole Park at Camden Yards,MLB Baseball,Camden Yards,20,This Camden Yards picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2418,Cal Ripken Warming Up at Oriole Park,MLB Baseball,Camden Yards,20,This Camden Yards photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,picture
2424,Oriole Park at Camden Yards - Behind Home Plate,MLB Baseball,Camden Yards,20,This Camden Yards photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photograph
2426,The Sears Tower,Chicago Cityscape,Chicago Aerial Views,22,This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,TRUE,bob horsch,2004,1,TRUE,photo
2427,Sears Tower Aerial,Chicago Cityscape,Chicago Aerial Views,22,"This Chicago Aerial Views photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This unique aerial photograph captures the Chicago Skyline from high above the skyscrapers.  The focal point is the Sears Tower which stands 110 stories tall making it the tallest building in Chicago.  In order to capture the curvature of the earth, a fish-eye lens was used when taking the photograph.",TRUE,bob horsch,2004,1,TRUE,print
2428,Aerial of Meigs Field,Chicago Cityscape,Chicago Aerial Views,22,"This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the area of what was once known as Meigs Field.   Meigs Field was a single strip airport built on Northerly Island and opened on December 10, 1948.  For a time it was the country's busiest single-strip airport.  In 1994, Mayor Daley announced plans to close the airport and build a park in its place on Northerly Island.",TRUE,bob horsch,2004,1,TRUE,picture
2429,Northwestern Football Stadium - Wildcat Football,College Football,Big Ten College Stadiums,7,"This Big Ten College Stadiums photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Northwestern Stadium, home to the Northwestern University Wildcats Big Ten college football team.",TRUE,bob horsch,2004,1,TRUE,photograph
2481,Jordan. Rodman. Barkley & Drexler Under the Hoop,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features all four players under the hoop ready to fight for the rebound.  As you would guess, Dennis Rodman came up with the board.  View photo of Michael Jordan",FALSE,bob horsch,2004,1,TRUE,photo
2487,Michigan Avenue with Holiday Lights,Chicago Cityscape,Chicago Aerial Views,22,"This Chicago Aerial Views photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph focuses on the busy traffic of the well known 'Magnificent Mile' during the night.    Surrounding Michigan Avenue are such historic building as Wrigley Building, Tribune Towers, and John Hancock Building.",TRUE,bob horsch,2004,1,TRUE,print
2491,Michael Jordan and that Winning Smile,Chicago Bulls,Michael Jordan,40,This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan turning around showing his winning smile.  Here he is pictured in the Chicago Bulls black jersey wearing the infamous #23.,TRUE,bob horsch,2004,1,TRUE,picture
2492,Michael Jordan in Black Home Jersey,Chicago Bulls,Michael Jordan,40,This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan in his Chicago Bulls home black jersey wearing #23.  View another photo of Michael Jordan in white jersey,FALSE,bob horsch,2004,1,TRUE,photograph
2531,Pippen Dunking,Chicago Bulls,Michael Jordan,40,"This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the man behind the scenes of the Chicago Bulls Dynasty Team, Scottie Pippen.  Here we find him going up for a dunk against the Atlanta Hawks.    Pippen played a pivotal role in the Bulls success over the years.  View another photo of Scottie Pippen",FALSE,bob horsch,2004,1,TRUE,photo
2534,Michael Jordan Posting Up,Chicago Bulls,Michael Jordan,40,This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2539,Coach Phil Jackson,Chicago Bulls,Michael Jordan,40,This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,picture
2544,Michael Jordan & Pippen on Home Court,Chicago Bulls,Michael Jordan,40,This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photograph
2551,Rodman Against Malone,Chicago Bulls,Michael Jordan,40,This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2565,1997 NBA Finals - Bulls & Jazz,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the 1997 Chicago Bulls team walking off the court for a timeout.    The team included Micheal Jordan, Scottie Pippen, Dennis Rodman, Ron Harper & Bill Wellington.  Steve Kerr is pictured coming off the bench.  This dynamic team would go on to help the Chicago Bulls win their 5th NBA Championship in only 7 years.",TRUE,bob horsch,2004,1,TRUE,print
2571,Tiger Woods,Other Sports Stadiums,Chicago Marathon,29,This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,picture
2594,Navy Pier with Schooner,Chicago Landmarks,Navy Pier,43,This Navy Pier photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photographs features a schooner and a few sailboats passing by the lighthouse as the near the Chicago Lakefront.  In the background is Navy Pier and part of the Chicago Skyline.,TRUE,bob horsch,2004,1,TRUE,photograph
2600,Lambeau Field Aerial - Home of the Green Bay Packers,NFL,Lambeau Field,39,This Lambeau Field picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2601,Green Bay Packers Stadium - Lambeau Field Aerial,NFL,Lambeau Field,39,This Lambeau Field picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2603,Green Bay Packers Tailgate - Lambeau Field,NFL,Lambeau Field,39,This Lambeau Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,picture
2612,Chris Chelious Shot,Chicago Blackhawks,Chicago Blackhawks Players,24,This Chicago Blackhawks Players picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photograph
2614,Arlington Race Track,Other Sports Stadiums,Chicago Marathon,29,This Chicago Marathon photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,photo
2615,Michael Jordan at Free Throw Line,Chicago Bulls,Michael Jordan,40,This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,FALSE,bob horsch,2004,1,TRUE,print
2616,Michael Jordan at Free Throw Line,Chicago Bulls,Michael Jordan,40,This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan with basketball in hand ready to sink a free throw.  He was one of the best free throw shooters the Chicago Bulls had on the team throughout the years.,TRUE,bob horsch,2004,1,TRUE,picture
2624,Board of Trade,Chicago Landmarks,Chicago Board Of Trade,25,"This Chicago Board Of Trade photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures a glimpse into the open outcry pits of the Chicago Board of Trade.  The exchange was established in 1848 and is the world's oldest futures and options exchange. More than 50 different options and futures contracts are traded by over 3,600 CBOT members.",TRUE,bob horsch,2004,1,TRUE,photograph
2648,1998 NBA Finals - Bulls & Jazz,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures the 1997 Chicago Bulls team walking off the court for a timeout.    The team included Micheal Jordan, Scottie Pippen, Dennis Rodman, Ron Harper & Bill Wellington.  Steve Kerr is pictured coming off the bench.  This dynamic team would go on to help the Chicago Bulls win their 5th NBA Championship in only 7 years.",TRUE,bob horsch,2004,1,TRUE,photo
2649,Rodman. Pippin and Jordan,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the three stars of the 1998 Chicago Bulls Championship Team: Dennis Rodman, Scottie Pippen & Michael Jordan.   They are each shown with a Championship trophy in front of them.  This photo was taken at the 1998 celebration in Grant Park.  In order to take the perfect shot, a 6-foot ladder was used to sit above the crowd.",FALSE,bob horsch,2004,1,TRUE,print
2650,Scottie Pippen and Michael Jordan,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the two stars of the 1998 Chicago Bulls Championship Team sitting side by side: Scottie Pippen & Michael Jordan.   They are each shown with a Championship trophy in front of them.  This photo was taken at the 1998 celebration in Grant Park. In order to take the perfect shot, a 6-foot ladder was used to sit above the crowd.",FALSE,bob horsch,2004,1,TRUE,picture
2651,Michael Jordan with Trophy,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the star of the 1998 Chicago Bulls Championship Team:  Michael Jordan.   Jordan is shown here with a big smile on his face after winning his 6th Championship trophy.  This photo was taken at the 1998 celebration in Grant Park. In order to take the perfect shot, a 6-foot ladder was used to sit above the crowd.",FALSE,bob horsch,2004,1,TRUE,photograph
2652,Starting Five with their Trophies,Chicago Bulls,Bulls Championship,19,"This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the main star players of the 1998 Chicago Bulls Championship Team: Toni Kukoc, Ron Harper, Dennis Rodman, Scottie Pippen & Michael Jordan.   They are each shown with a Championship trophy in front of them.  This photo was taken at the 1998 celebration in Grant Park. In order to take the perfect shot, a 6-foot ladder was used to sit above the crowd.",FALSE,bob horsch,2004,1,TRUE,photo
